Team,Year,Sport,gold_medals,silver_medals,bronze_medals
Argentina,1964,Shooting,0,0,0
Argentina,1964,Football,0,0,0
Argentina,1964,Fencing,0,0,0
Argentina,1968,Wrestling,0,0,0
Argentina,1968,Swimming,0,0,0
Argentina,1968,Weightlifting,0,0,0
Argentina,1968,Equestrianism,0,0,0
Argentina,1968,Shooting,0,0,0
Argentina,1968,Fencing,0,0,0
Argentina,1972,Wrestling,0,0,0
Argentina,1972,Judo,0,0,0
Argentina,1972,Swimming,0,0,0
Argentina,1972,Equestrianism,0,0,0
Argentina,1972,Shooting,0,0,0
Argentina,1972,Fencing,0,0,0
Argentina,1976,Wrestling,0,0,0
Argentina,1976,Judo,0,0,0
Argentina,1976,Swimming,0,0,0
Argentina,1976,Equestrianism,0,0,0
Argentina,1976,Shooting,0,0,0
Argentina,1976,Fencing,0,0,0
Argentina,1984,Diving,0,0,0
Argentina,1984,Wrestling,0,0,0
Argentina,1984,Judo,0,0,0
Argentina,1984,Swimming,0,0,0
Argentina,1984,Canoeing,0,0,0
Argentina,1984,Equestrianism,0,0,0
Argentina,1984,Shooting,0,0,0
Argentina,1984,Fencing,0,0,0
Argentina,1988,Diving,0,0,0
Argentina,1988,Archery,0,0,0
Argentina,1988,Table Tennis,0,0,0
Argentina,1988,Wrestling,0,0,0
Argentina,1988,Judo,0,0,0
Argentina,1988,Swimming,0,0,0
Argentina,1988,Canoeing,0,0,0
Argentina,1988,Shooting,0,0,0
Argentina,1988,Football,0,0,0
Argentina,1988,Fencing,0,0,0
Argentina,1992,Diving,0,0,0
Argentina,1992,Table Tennis,0,0,0
Argentina,1992,Wrestling,0,0,0
Argentina,1992,Judo,0,0,0
Argentina,1992,Swimming,0,0,0
Argentina,1992,Weightlifting,0,0,0
Argentina,1992,Canoeing,0,0,0
Argentina,1992,Gymnastics,0,0,0
Argentina,1992,Shooting,0,0,0
Argentina,1992,Fencing,0,0,0
Argentina,1996,Basketball,0,0,0
Argentina,1996,Wrestling,0,0,0
Argentina,1996,Judo,0,0,0
Argentina,1996,Swimming,0,0,0
Argentina,1996,Weightlifting,0,0,0
Argentina,1996,Canoeing,0,0,0
Argentina,1996,Gymnastics,0,0,0
Argentina,1996,Equestrianism,0,0,0
Argentina,1996,Shooting,0,0,0
Argentina,1996,Football,0,1,0
Argentina,1996,Fencing,0,0,0
Argentina,2000,Diving,0,0,0
Argentina,2000,Table Tennis,0,0,0
Argentina,2000,Judo,0,0,0
Argentina,2000,Swimming,0,0,0
Argentina,2000,Weightlifting,0,0,0
Argentina,2000,Canoeing,0,0,0
Argentina,2000,Gymnastics,0,0,0
Argentina,2000,Equestrianism,0,0,0
Argentina,2000,Taekwondo,0,0,0
Argentina,2000,Shooting,0,0,0
Argentina,2000,Fencing,0,0,0
Argentina,2004,Table Tennis,0,0,0
Argentina,2004,Basketball,1,0,0
Argentina,2004,Judo,0,0,0
Argentina,2004,Swimming,0,0,1
Argentina,2004,Weightlifting,0,0,0
Argentina,2004,Canoeing,0,0,0
Argentina,2004,Gymnastics,0,0,0
Argentina,2004,Equestrianism,0,0,0
Argentina,2004,Taekwondo,0,0,0
Argentina,2004,Shooting,0,0,0
Argentina,2004,Football,1,0,0
Argentina,2004,Fencing,0,0,0
Argentina,2008,Table Tennis,0,0,0
Argentina,2008,Basketball,0,0,1
Argentina,2008,Judo,0,0,1
Argentina,2008,Swimming,0,0,0
Argentina,2008,Weightlifting,0,0,0
Argentina,2008,Canoeing,0,0,0
Argentina,2008,Equestrianism,0,0,0
Argentina,2008,Taekwondo,0,0,0
Argentina,2008,Shooting,0,0,0
Argentina,2008,Football,1,0,0
Argentina,2008,Fencing,0,0,0
Argentina,2012,Table Tennis,0,0,0
Argentina,2012,Basketball,0,0,0
Argentina,2012,Wrestling,0,0,0
Argentina,2012,Judo,0,0,0
Argentina,2012,Swimming,0,0,0
Argentina,2012,Canoeing,0,0,0
Argentina,2012,Gymnastics,0,0,0
Argentina,2012,Equestrianism,0,0,0
Argentina,2012,Taekwondo,1,0,0
Argentina,2012,Shooting,0,0,0
Argentina,2012,Fencing,0,0,0
Argentina,2016,Basketball,0,0,0
Argentina,2016,Wrestling,0,0,0
Argentina,2016,Judo,1,0,0
Argentina,2016,Swimming,0,0,0
Argentina,2016,Weightlifting,0,0,0
Argentina,2016,Canoeing,0,0,0
Argentina,2016,Gymnastics,0,0,0
Argentina,2016,Equestrianism,0,0,0
Argentina,2016,Shooting,0,0,0
Argentina,2016,Football,0,0,0
Argentina,2016,Fencing,0,0,0
Argentina,2020,Table Tennis,0,0,0
Argentina,2020,Basketball,0,0,0
Argentina,2020,Wrestling,0,0,0
Argentina,2020,Judo,0,0,0
Argentina,2020,Swimming,0,0,0
Argentina,2020,Canoeing,0,0,0
Argentina,2020,Gymnastics,0,0,0
Argentina,2020,Equestrianism,0,0,0
Argentina,2020,Taekwondo,0,0,0
Argentina,2020,Shooting,0,0,0
Argentina,2020,Football,0,0,0
Argentina,2020,Fencing,0,0,0
Argentina,2024,Archery,0,0,0
Argentina,2024,Table Tennis,0,0,0
Argentina,2024,Judo,0,0,0
Argentina,2024,Swimming,0,0,0
Argentina,2024,Canoeing,0,0,0
Argentina,2024,Equestrianism,0,0,0
Argentina,2024,Taekwondo,0,0,0
Argentina,2024,Shooting,0,0,0
Argentina,2024,Football,0,0,0
Argentina,2024,Fencing,0,0,0
Armenia,1996,Diving,0,0,0
Armenia,1996,Wrestling,1,1,0
Armenia,1996,Judo,0,0,0
Armenia,1996,Swimming,0,0,0
Armenia,1996,Weightlifting,0,0,0
Armenia,1996,Gymnastics,0,0,0
Armenia,1996,Shooting,0,0,0
Armenia,2000,Diving,0,0,0
Armenia,2000,Wrestling,0,0,0
Armenia,2000,Judo,0,0,0
Armenia,2000,Swimming,0,0,0
Armenia,2000,Weightlifting,0,0,1
Armenia,2000,Canoeing,0,0,0
Armenia,2000,Shooting,0,0,0
Armenia,2004,Wrestling,0,0,0
Armenia,2004,Judo,0,0,0
Armenia,2004,Swimming,0,0,0
Armenia,2004,Weightlifting,0,0,0
Armenia,2004,Shooting,0,0,0
Armenia,2008,Wrestling,0,0,2
Armenia,2008,Judo,0,0,0
Armenia,2008,Swimming,0,0,0
Armenia,2008,Weightlifting,0,0,3
Armenia,2008,Shooting,0,0,0
Armenia,2012,Wrestling,0,1,1
Armenia,2012,Judo,0,0,0
Armenia,2012,Swimming,0,0,0
Armenia,2012,Weightlifting,0,0,1
Armenia,2012,Gymnastics,0,0,0
Armenia,2012,Taekwondo,0,0,0
Armenia,2012,Shooting,0,0,0
Armenia,2016,Wrestling,1,1,0
Armenia,2016,Judo,0,0,0
Armenia,2016,Swimming,0,0,0
Armenia,2016,Weightlifting,0,2,0
Armenia,2016,Gymnastics,0,0,0
Armenia,2016,Shooting,0,0,0
Armenia,2020,Wrestling,0,1,0
Armenia,2020,Judo,0,0,0
Armenia,2020,Swimming,0,0,0
Armenia,2020,Weightlifting,0,1,0
Armenia,2020,Gymnastics,0,0,1
Armenia,2020,Shooting,0,0,0
Armenia,2024,Wrestling,0,1,1
Armenia,2024,Swimming,0,0,0
Armenia,2024,Weightlifting,0,1,0
Armenia,2024,Gymnastics,0,1,0
Armenia,2024,Shooting,0,0,0
Aruba,1988,Judo,0,0,0
Aruba,1988,Swimming,0,0,0
Aruba,1988,Fencing,0,0,0
Aruba,1996,Weightlifting,0,0,0
Aruba,2000,Judo,0,0,0
Aruba,2000,Swimming,0,0,0
Aruba,2004,Swimming,0,0,0
Aruba,2004,Weightlifting,0,0,0
Aruba,2008,Judo,0,0,0
Aruba,2008,Swimming,0,0,0
Aruba,2012,Judo,0,0,0
Aruba,2012,Swimming,0,0,0
Aruba,2012,Weightlifting,0,0,0
Aruba,2016,Judo,0,0,0
Aruba,2016,Swimming,0,0,0
Aruba,2016,Taekwondo,0,0,0
Aruba,2020,Swimming,0,0,0
Aruba,2020,Shooting,0,0,0
Aruba,2024,Swimming,0,0,0
Aruba,2024,Shooting,0,0,0
Australasia,1908,Diving,0,0,0
Australasia,1908,Swimming,0,1,1
Australasia,1908,Shooting,0,0,0
Australasia,1912,Swimming,2,2,2
Australia,1900,Swimming,2,0,0
Australia,1904,Swimming,0,3,1
Australia,1920,Diving,0,0,0
Australia,1920,Swimming,0,1,1
Australia,1924,Diving,1,0,0
Australia,1924,Wrestling,0,0,0
Australia,1924,Swimming,1,1,2
Australia,1928,Diving,0,0,0
Australia,1928,Wrestling,0,0,0
Australia,1928,Swimming,0,2,0
Australia,1932,Wrestling,0,0,1
Australia,1932,Swimming,1,1,0
Australia,1936,Diving,0,0,0
Australia,1936,Wrestling,0,0,0
Australia,1936,Swimming,0,0,0
Australia,1948,Diving,0,0,0
Australia,1948,Wrestling,0,1,1
Australia,1948,Swimming,0,2,2
Australia,1948,Weightlifting,0,0,0
Australia,1948,Shooting,0,0,0
Australia,1948,Water Polo,0,0,0
Australia,1952,Diving,0,0,0
Australia,1952,Wrestling,0,0,0
Australia,1952,Swimming,1,0,0
Australia,1952,Weightlifting,0,0,1
Australia,1952,Fencing,0,0,0
Australia,1952,Water Polo,0,0,0
Australia,1956,Diving,0,0,0
Australia,1956,Basketball,0,0,0
Australia,1956,Wrestling,0,0,0
Australia,1956,Swimming,8,4,2
Australia,1956,Weightlifting,0,0,0
Australia,1956,Canoeing,0,0,1
Australia,1956,Gymnastics,0,0,0
Australia,1956,Equestrianism,0,0,0
Australia,1956,Shooting,0,0,0
Australia,1956,Football,0,0,0
Australia,1956,Fencing,0,0,0
Australia,1956,Water Polo,0,0,0
Australia,1960,Diving,0,0,0
Australia,1960,Wrestling,0,0,0
Australia,1960,Swimming,5,5,3
Australia,1960,Weightlifting,0,0,0
Australia,1960,Canoeing,0,0,0
Australia,1960,Gymnastics,0,0,0
Australia,1960,Equestrianism,2,1,0
Australia,1960,Shooting,0,0,0
Australia,1960,Fencing,0,0,0
Australia,1960,Water Polo,0,0,0
Australia,1964,Diving,0,0,0
Australia,1964,Basketball,0,0,0
Australia,1964,Wrestling,0,0,0
Australia,1964,Judo,0,0,1
Australia,1964,Swimming,4,1,4
Australia,1964,Weightlifting,0,0,0
Australia,1964,Canoeing,0,0,0
Australia,1964,Gymnastics,0,0,0
Australia,1964,Equestrianism,0,0,0
Australia,1964,Shooting,0,0,0
Australia,1964,Fencing,0,0,0
Australia,1964,Water Polo,0,0,0
Australia,1968,Diving,0,0,0
Australia,1968,Wrestling,0,0,0
Australia,1968,Swimming,3,2,3
Australia,1968,Weightlifting,0,0,0
Australia,1968,Canoeing,0,0,0
Australia,1968,Gymnastics,0,0,0
Australia,1968,Equestrianism,0,0,1
Australia,1968,Shooting,0,0,0
Australia,1968,Fencing,0,0,0
Australia,1972,Diving,0,0,0
Australia,1972,Archery,0,0,0
Australia,1972,Basketball,0,0,0
Australia,1972,Wrestling,0,0,0
Australia,1972,Judo,0,0,0
Australia,1972,Swimming,6,2,2
Australia,1972,Weightlifting,0,0,0
Australia,1972,Canoeing,0,0,0
Australia,1972,Gymnastics,0,0,0
Australia,1972,Equestrianism,0,0,0
Australia,1972,Shooting,0,0,0
Australia,1972,Fencing,0,0,0
Australia,1972,Water Polo,0,0,0
Australia,1976,Diving,0,0,0
Australia,1976,Archery,0,0,0
Australia,1976,Basketball,0,0,0
Australia,1976,Wrestling,0,0,0
Australia,1976,Judo,0,0,0
Australia,1976,Swimming,0,0,1
Australia,1976,Weightlifting,0,0,0
Australia,1976,Canoeing,0,0,0
Australia,1976,Gymnastics,0,0,0
Australia,1976,Equestrianism,0,0,1
Australia,1976,Shooting,0,0,0
Australia,1976,Fencing,0,0,0
Australia,1976,Water Polo,0,0,0
Australia,1980,Diving,0,0,0
Australia,1980,Archery,0,0,0
Australia,1980,Basketball,0,0,0
Australia,1980,Wrestling,0,0,0
Australia,1980,Judo,0,0,0
Australia,1980,Swimming,2,0,5
Australia,1980,Weightlifting,0,0,0
Australia,1980,Canoeing,0,1,0
Australia,1980,Gymnastics,0,0,0
Australia,1980,Shooting,0,0,0
Australia,1980,Fencing,0,0,0
Australia,1980,Water Polo,0,0,0
Australia,1984,Diving,0,0,0
Australia,1984,Archery,0,0,0
Australia,1984,Basketball,0,0,0
Australia,1984,Wrestling,0,0,0
Australia,1984,Judo,0,0,0
Australia,1984,Swimming,1,5,6
Australia,1984,Weightlifting,1,1,0
Australia,1984,Canoeing,0,0,1
Australia,1984,Gymnastics,0,0,0
Australia,1984,Equestrianism,0,0,0
Australia,1984,Shooting,0,0,1
Australia,1984,Fencing,0,0,0
Australia,1984,Water Polo,0,0,0
Australia,1988,Diving,0,0,0
Australia,1988,Archery,0,0,0
Australia,1988,Table Tennis,0,0,0
Australia,1988,Basketball,0,0,0
Australia,1988,Wrestling,0,0,0
Australia,1988,Judo,0,0,0
Australia,1988,Swimming,1,1,1
Australia,1988,Weightlifting,0,0,0
Australia,1988,Canoeing,0,1,1
Australia,1988,Gymnastics,0,0,0
Australia,1988,Equestrianism,0,0,0
Australia,1988,Shooting,0,0,0
Australia,1988,Football,0,0,0
Australia,1988,Fencing,0,0,0
Australia,1988,Water Polo,0,0,0
Australia,1992,Diving,0,0,0
Australia,1992,Archery,0,0,0
Australia,1992,Table Tennis,0,0,0
Australia,1992,Basketball,0,0,0
Australia,1992,Wrestling,0,0,0
Australia,1992,Judo,0,0,0
Australia,1992,Swimming,1,3,5
Australia,1992,Weightlifting,0,0,0
Australia,1992,Canoeing,1,1,1
Australia,1992,Gymnastics,0,0,0
Australia,1992,Equestrianism,2,0,0
Australia,1992,Shooting,0,0,0
Australia,1992,Football,0,0,0
Australia,1992,Badminton,0,0,0
Australia,1992,Fencing,0,0,0
Australia,1992,Water Polo,0,0,0
Australia,1996,Diving,0,0,0
Australia,1996,Archery,0,0,0
Australia,1996,Table Tennis,0,0,0
Australia,1996,Basketball,0,0,1
Australia,1996,Wrestling,0,0,0
Australia,1996,Judo,0,0,0
Australia,1996,Swimming,2,4,6
Australia,1996,Weightlifting,0,0,1
Australia,1996,Canoeing,0,0,3
Australia,1996,Gymnastics,0,0,0
Australia,1996,Equestrianism,1,0,0
Australia,1996,Shooting,2,0,1
Australia,1996,Football,0,0,0
Australia,1996,Badminton,0,0,0
Australia,1996,Fencing,0,0,0
Australia,2000,Diving,0,0,2
Australia,2000,Archery,1,0,0
Australia,2000,Table Tennis,0,0,0
Australia,2000,Basketball,0,1,0
Australia,2000,Wrestling,0,0,0
Australia,2000,Judo,0,0,1
Australia,2000,Swimming,5,9,4
Australia,2000,Weightlifting,0,0,0
Australia,2000,Canoeing,0,1,1
Australia,2000,Gymnastics,0,1,0
Australia,2000,Equestrianism,1,1,0
Australia,2000,Taekwondo,1,1,0
Australia,2000,Shooting,1,1,1
Australia,2000,Football,0,0,0
Australia,2000,Badminton,0,0,0
Australia,2000,Fencing,0,0,0
Australia,2000,Water Polo,1,0,0
Australia,2004,Diving,1,1,4
Australia,2004,Archery,0,0,1
Australia,2004,Table Tennis,0,0,0
Australia,2004,Basketball,0,1,0
Australia,2004,Wrestling,0,0,0
Australia,2004,Judo,0,0,0
Australia,2004,Swimming,7,5,3
Australia,2004,Weightlifting,0,0,0
Australia,2004,Canoeing,0,2,0
Australia,2004,Gymnastics,0,0,0
Australia,2004,Equestrianism,0,0,0
Australia,2004,Taekwondo,0,0,0
Australia,2004,Shooting,1,0,1
Australia,2004,Football,0,0,0
Australia,2004,Badminton,0,0,0
Australia,2004,Fencing,0,0,0
Australia,2004,Water Polo,0,0,0
Australia,2008,Diving,1,1,0
Australia,2008,Archery,0,0,0
Australia,2008,Table Tennis,0,0,0
Australia,2008,Basketball,0,1,0
Australia,2008,Wrestling,0,0,0
Australia,2008,Judo,0,0,0
Australia,2008,Swimming,6,6,8
Australia,2008,Weightlifting,0,0,0
Australia,2008,Canoeing,1,1,3
Australia,2008,Gymnastics,0,0,0
Australia,2008,Equestrianism,0,1,0
Australia,2008,Taekwondo,0,0,0
Australia,2008,Shooting,0,0,1
Australia,2008,Football,0,0,0
Australia,2008,Badminton,0,0,0
Australia,2008,Fencing,0,0,0
Australia,2008,Water Polo,0,0,1
Australia,2012,Diving,0,1,0
Australia,2012,Archery,0,0,0
Australia,2012,Table Tennis,0,0,0
Australia,2012,Basketball,0,0,1
Australia,2012,Wrestling,0,0,0
Australia,2012,Judo,0,0,0
Australia,2012,Swimming,1,6,3
Australia,2012,Weightlifting,0,0,0
Australia,2012,Canoeing,1,1,0
Australia,2012,Gymnastics,0,0,0
Australia,2012,Equestrianism,0,0,0
Australia,2012,Taekwondo,0,0,0
Australia,2012,Shooting,0,0,0
Australia,2012,Badminton,0,0,0
Australia,2012,Water Polo,0,0,1
Australia,2016,Diving,0,0,1
Australia,2016,Archery,0,0,1
Australia,2016,Table Tennis,0,0,0
Australia,2016,Basketball,0,0,0
Australia,2016,Wrestling,0,0,0
Australia,2016,Judo,0,0,0
Australia,2016,Swimming,3,4,3
Australia,2016,Weightlifting,0,0,0
Australia,2016,Canoeing,0,0,2
Australia,2016,Gymnastics,0,0,0
Australia,2016,Equestrianism,0,0,1
Australia,2016,Taekwondo,0,0,0
Australia,2016,Shooting,1,0,0
Australia,2016,Football,0,0,0
Australia,2016,Badminton,0,0,0
Australia,2016,Water Polo,0,0,0
Australia,2020,Diving,0,0,1
Australia,2020,Archery,0,0,0
Australia,2020,Table Tennis,0,0,0
Australia,2020,Basketball,0,0,1
