Team,Year,Sport,gold_medals,silver_medals,bronze_medals
Algeria,1992,Volleyball,0,0,0
Algeria,1996,Athletics,1,0,0
Algeria,1996,Boxing,1,0,1
Algeria,1996,Rowing,0,0,0
Algeria,1996,Handball,0,0,0
Algeria,2000,Athletics,1,1,2
Algeria,2000,Boxing,0,0,1
Algeria,2000,Rowing,0,0,0
Algeria,2004,Athletics,0,0,0
Algeria,2004,Boxing,0,0,0
Algeria,2004,Rowing,0,0,0
Algeria,2004,Tennis,0,0,0
Algeria,2008,Athletics,0,0,0
Algeria,2008,Boxing,0,0,0
Algeria,2008,Rowing,0,0,0
Algeria,2008,Cycling,0,0,0
Algeria,2008,Volleyball,0,0,0
Algeria,2012,Athletics,1,0,0
Algeria,2012,Boxing,0,0,0
Algeria,2012,Rowing,0,0,0
Algeria,2012,Cycling,0,0,0
Algeria,2012,Volleyball,0,0,0
Algeria,2016,Athletics,0,2,0
Algeria,2016,Boxing,0,0,0
Algeria,2016,Sailing,0,0,0
Algeria,2016,Rowing,0,0,0
Algeria,2016,Cycling,0,0,0
Algeria,2020,Athletics,0,0,0
Algeria,2020,Boxing,0,0,0
Algeria,2020,Sailing,0,0,0
Algeria,2020,Rowing,0,0,0
Algeria,2020,Cycling,0,0,0
Algeria,2024,Athletics,0,0,1
Algeria,2024,Boxing,1,0,0
Algeria,2024,Sailing,0,0,0
Algeria,2024,Rowing,0,0,0
Algeria,2024,Cycling,0,0,0
Ali,1948,Sailing,0,0,1
Ali,1952,Sailing,0,0,0
Ali,1960,Sailing,0,0,0
Ali,1964,Sailing,0,0,0
Allegro,1948,Sailing,0,0,0
Almaz,1964,Sailing,0,0,0
Aloha II,1924,Sailing,0,0,0
Aloha II,1948,Sailing,0,0,0
Amateur Athletic Association,1900,Athletics,1,0,0
American Samoa,1988,Athletics,0,0,0
American Samoa,1988,Boxing,0,0,0
American Samoa,1992,Boxing,0,0,0
American Samoa,1996,Athletics,0,0,0
American Samoa,1996,Boxing,0,0,0
American Samoa,1996,Sailing,0,0,0
American Samoa,2000,Athletics,0,0,0
American Samoa,2004,Athletics,0,0,0
American Samoa,2008,Athletics,0,0,0
American Samoa,2012,Athletics,0,0,0
American Samoa,2016,Athletics,0,0,0
American Samoa,2020,Athletics,0,0,0
American Samoa,2020,Sailing,0,0,0
American Samoa,2024,Athletics,0,0,0
Amolgavar,1924,Sailing,0,0,0
Amstel Amsterdam,1908,Rowing,0,0,1
Amulet,1900,Sailing,0,0,0
Ancora,1920,Sailing,1,0,0
Andorinha,1948,Sailing,0,0,0
Andorra,1976,Boxing,0,0,0
Andorra,1988,Athletics,0,0,0
Andorra,1988,Cycling,0,0,0
Andorra,1992,Athletics,0,0,0
Andorra,1992,Sailing,0,0,0
Andorra,1992,Cycling,0,0,0
Andorra,1996,Athletics,0,0,0
Andorra,1996,Sailing,0,0,0
Andorra,2000,Athletics,0,0,0
Andorra,2004,Athletics,0,0,0
Andorra,2008,Athletics,0,0,0
Andorra,2012,Athletics,0,0,0
Andorra,2016,Athletics,0,0,0
Andorra,2020,Athletics,0,0,0
Andorra,2024,Athletics,0,0,0
Andromeda,1964,Sailing,0,0,0
Angelita,1932,Sailing,1,0,0
Angelita,1936,Sailing,0,0,0
Angerburg,1936,Sailing,0,0,0
Angola,1980,Athletics,0,0,0
Angola,1980,Boxing,0,0,0
Angola,1988,Athletics,0,0,0
Angola,1988,Boxing,0,0,0
Angola,1992,Athletics,0,0,0
Angola,1992,Boxing,0,0,0
Angola,1992,Sailing,0,0,0
Angola,1996,Athletics,0,0,0
Angola,1996,Handball,0,0,0
Angola,2000,Athletics,0,0,0
Angola,2000,Handball,0,0,0
Angola,2004,Athletics,0,0,0
Angola,2004,Handball,0,0,0
Angola,2008,Athletics,0,0,0
Angola,2008,Handball,0,0,0
Angola,2008,Beach Volleyball,0,0,0
Angola,2012,Athletics,0,0,0
Angola,2012,Handball,0,0,0
Angola,2016,Athletics,0,0,0
Angola,2016,Sailing,0,0,0
Angola,2016,Rowing,0,0,0
Angola,2016,Handball,0,0,0
Angola,2020,Athletics,0,0,0
Angola,2020,Sailing,0,0,0
Angola,2020,Handball,0,0,0
Angola,2024,Athletics,0,0,0
Angola,2024,Sailing,0,0,0
Angola,2024,Rowing,0,0,0
Angola,2024,Handball,0,0,0
Anitra,1936,Sailing,0,0,0
Antares,1948,Sailing,0,0,0
Antigua and Barbuda,1976,Athletics,0,0,0
Antigua and Barbuda,1976,Cycling,0,0,0
Antigua and Barbuda,1984,Athletics,0,0,0
Antigua and Barbuda,1984,Sailing,0,0,0
Antigua and Barbuda,1984,Cycling,0,0,0
Antigua and Barbuda,1988,Athletics,0,0,0
Antigua and Barbuda,1988,Boxing,0,0,0
Antigua and Barbuda,1988,Sailing,0,0,0
Antigua and Barbuda,1988,Cycling,0,0,0
Antigua and Barbuda,1992,Athletics,0,0,0
Antigua and Barbuda,1992,Sailing,0,0,0
Antigua and Barbuda,1992,Cycling,0,0,0
Antigua and Barbuda,1996,Athletics,0,0,0
Antigua and Barbuda,1996,Sailing,0,0,0
Antigua and Barbuda,1996,Cycling,0,0,0
Antigua and Barbuda,2000,Athletics,0,0,0
Antigua and Barbuda,2000,Sailing,0,0,0
Antigua and Barbuda,2004,Athletics,0,0,0
Antigua and Barbuda,2008,Athletics,0,0,0
Antigua and Barbuda,2012,Athletics,0,0,0
Antigua and Barbuda,2016,Athletics,0,0,0
Antigua and Barbuda,2020,Athletics,0,0,0
Antigua and Barbuda,2020,Boxing,0,0,0
Antigua and Barbuda,2020,Sailing,0,0,0
Antigua and Barbuda,2024,Athletics,0,0,0
Antigua and Barbuda,2024,Sailing,0,0,0
Antwerpia V,1920,Sailing,0,0,1
Antwerpia V,1924,Sailing,0,0,0
Apache,1948,Sailing,0,0,0
Aphrodite,1964,Sailing,0,0,1
Arcturus,1952,Sailing,0,0,0
Ardilla,1960,Sailing,0,0,0
Aretusa,1956,Sailing,0,0,0
Argentina,1920,Boxing,0,0,0
Argentina,1924,Athletics,0,1,0
Argentina,1924,Boxing,0,2,2
Argentina,1924,Sailing,0,0,0
Argentina,1924,Rowing,0,0,0
Argentina,1924,Cycling,0,0,0
Argentina,1924,Tennis,0,0,0
Argentina,1928,Athletics,0,0,0
Argentina,1928,Boxing,2,2,0
Argentina,1928,Rowing,0,0,0
Argentina,1928,Cycling,0,0,0
Argentina,1932,Athletics,1,0,0
Argentina,1932,Boxing,2,1,0
Argentina,1936,Athletics,0,0,0
Argentina,1936,Boxing,1,1,2
Argentina,1936,Rowing,0,0,1
Argentina,1948,Athletics,1,1,0
Argentina,1948,Boxing,2,0,1
Argentina,1948,Sailing,0,0,0
Argentina,1948,Rowing,0,0,0
Argentina,1948,Modern Pentathlon,0,0,0
Argentina,1948,Cycling,0,0,0
Argentina,1948,Hockey,0,0,0
Argentina,1952,Athletics,0,1,0
Argentina,1952,Boxing,0,1,1
Argentina,1952,Sailing,0,0,0
Argentina,1952,Rowing,1,0,0
Argentina,1952,Modern Pentathlon,0,0,0
Argentina,1952,Cycling,0,0,0
Argentina,1956,Athletics,0,0,0
Argentina,1956,Boxing,0,0,1
Argentina,1956,Sailing,0,0,0
Argentina,1956,Modern Pentathlon,0,0,0
Argentina,1960,Athletics,0,0,0
Argentina,1960,Boxing,0,0,1
Argentina,1960,Sailing,0,0,0
Argentina,1960,Rowing,0,0,0
Argentina,1960,Modern Pentathlon,0,0,0
Argentina,1960,Cycling,0,0,0
Argentina,1964,Athletics,0,0,0
Argentina,1964,Boxing,0,0,0
Argentina,1964,Sailing,0,0,0
Argentina,1964,Rowing,0,0,0
Argentina,1964,Cycling,0,0,0
Argentina,1968,Athletics,0,0,0
Argentina,1968,Boxing,0,0,1
Argentina,1968,Sailing,0,0,0
Argentina,1968,Rowing,0,0,1
Argentina,1968,Cycling,0,0,0
Argentina,1968,Hockey,0,0,0
Argentina,1972,Athletics,0,0,0
Argentina,1972,Boxing,0,0,0
Argentina,1972,Sailing,0,0,0
Argentina,1972,Rowing,0,1,0
Argentina,1972,Cycling,0,0,0
Argentina,1972,Hockey,0,0,0
Argentina,1976,Athletics,0,0,0
Argentina,1976,Boxing,0,0,0
Argentina,1976,Sailing,0,0,0
Argentina,1976,Rowing,0,0,0
Argentina,1976,Cycling,0,0,0
Argentina,1976,Hockey,0,0,0
Argentina,1984,Athletics,0,0,0
Argentina,1984,Boxing,0,0,0
Argentina,1984,Sailing,0,0,0
Argentina,1984,Rowing,0,0,0
Argentina,1984,Cycling,0,0,0
Argentina,1984,Volleyball,0,0,0
Argentina,1988,Athletics,0,0,0
Argentina,1988,Boxing,0,0,0
Argentina,1988,Sailing,0,0,0
Argentina,1988,Rowing,0,0,0
Argentina,1988,Cycling,0,0,0
Argentina,1988,Hockey,0,0,0
Argentina,1988,Tennis,0,1,0
Argentina,1988,Volleyball,0,0,1
Argentina,1992,Athletics,0,0,0
Argentina,1992,Boxing,0,0,0
Argentina,1992,Sailing,0,0,0
Argentina,1992,Rowing,0,0,0
Argentina,1992,Cycling,0,0,0
Argentina,1992,Hockey,0,0,0
Argentina,1992,Tennis,0,0,1
Argentina,1996,Athletics,0,0,0
Argentina,1996,Boxing,0,0,1
Argentina,1996,Sailing,0,1,0
Argentina,1996,Rowing,0,0,0
Argentina,1996,Cycling,0,0,0
Argentina,1996,Hockey,0,0,0
Argentina,1996,Tennis,0,0,0
Argentina,1996,Beach Volleyball,0,0,0
Argentina,1996,Volleyball,0,0,0
Argentina,2000,Athletics,0,0,0
Argentina,2000,Triathlon,0,0,0
Argentina,2000,Boxing,0,0,0
Argentina,2000,Sailing,0,1,2
Argentina,2000,Rowing,0,0,0
Argentina,2000,Cycling,0,0,0
Argentina,2000,Hockey,0,1,0
Argentina,2000,Tennis,0,0,0
Argentina,2000,Beach Volleyball,0,0,0
Argentina,2000,Volleyball,0,0,0
Argentina,2004,Athletics,0,0,0
Argentina,2004,Triathlon,0,0,0
Argentina,2004,Boxing,0,0,0
Argentina,2004,Sailing,0,0,1
Argentina,2004,Rowing,0,0,0
Argentina,2004,Cycling,0,0,0
Argentina,2004,Hockey,0,0,1
Argentina,2004,Tennis,0,0,1
Argentina,2004,Beach Volleyball,0,0,0
Argentina,2004,Volleyball,0,0,0
Argentina,2008,Athletics,0,0,0
Argentina,2008,Boxing,0,0,0
Argentina,2008,Sailing,0,0,1
Argentina,2008,Rowing,0,0,0
Argentina,2008,Cycling,1,0,0
Argentina,2008,Hockey,0,0,1
Argentina,2008,Tennis,0,0,0
Argentina,2008,Beach Volleyball,0,0,0
Argentina,2012,Athletics,0,0,0
Argentina,2012,Triathlon,0,0,0
Argentina,2012,Boxing,0,0,0
Argentina,2012,Sailing,0,0,1
Argentina,2012,Rowing,0,0,0
Argentina,2012,Cycling,0,0,0
Argentina,2012,Hockey,0,1,0
Argentina,2012,Handball,0,0,0
Argentina,2012,Tennis,0,0,1
Argentina,2012,Beach Volleyball,0,0,0
Argentina,2012,Volleyball,0,0,0
Argentina,2016,Athletics,0,0,0
Argentina,2016,Triathlon,0,0,0
Argentina,2016,Boxing,0,0,0
Argentina,2016,Sailing,1,0,0
Argentina,2016,Rowing,0,0,0
Argentina,2016,Modern Pentathlon,0,0,0
Argentina,2016,Cycling,0,0,0
Argentina,2016,Hockey,1,0,0
Argentina,2016,Handball,0,0,0
Argentina,2016,Tennis,0,1,0
Argentina,2016,Beach Volleyball,0,0,0
Argentina,2016,Volleyball,0,0,0
Argentina,2020,Athletics,0,0,0
Argentina,2020,Triathlon,0,0,0
Argentina,2020,Boxing,0,0,0
Argentina,2020,Sailing,0,0,0
Argentina,2020,Rowing,0,0,0
Argentina,2020,Modern Pentathlon,0,0,0
Argentina,2020,Cycling,0,0,0
Argentina,2020,Hockey,0,1,0
Argentina,2020,Handball,0,0,0
Argentina,2020,Tennis,0,0,0
Argentina,2020,Beach Volleyball,0,0,0
Argentina,2020,Volleyball,0,0,1
Argentina,2024,Athletics,0,0,0
Argentina,2024,Triathlon,0,0,0
Argentina,2024,Sailing,0,1,0
Argentina,2024,Rowing,0,0,0
Argentina,2024,Modern Pentathlon,0,0,0
Argentina,2024,Cycling,1,0,0
Argentina,2024,Hockey,0,0,1
Argentina,2024,Handball,0,0,0
Argentina,2024,Tennis,0,0,0
Argentina,2024,Volleyball,0,0,0
Argeste,1964,Sailing,0,0,0
Argo II,1960,Sailing,0,0,0
Argonaut Rowing Club,1908,Rowing,0,0,2
Argus,1948,Sailing,0,0,0
Ariel,1948,Sailing,0,0,0
Ariette,1900,Sailing,0,0,0
Armenia,1996,Athletics,0,0,0
Armenia,1996,Boxing,0,0,0
Armenia,1996,Cycling,0,0,0
Armenia,1996,Tennis,0,0,0
Armenia,2000,Athletics,0,0,0
Armenia,2000,Boxing,0,0,0
Armenia,2000,Tennis,0,0,0
Armenia,2004,Athletics,0,0,0
Armenia,2004,Boxing,0,0,0
Armenia,2004,Tennis,0,0,0
Armenia,2008,Athletics,0,0,0
Armenia,2008,Boxing,0,0,1
Armenia,2012,Athletics,0,0,0
Armenia,2012,Boxing,0,0,0
Armenia,2016,Athletics,0,0,0
Armenia,2016,Boxing,0,0,0
Armenia,2020,Athletics,0,0,0
Armenia,2020,Boxing,0,0,1
Armenia,2024,Athletics,0,0,0
Armenia,2024,Boxing,0,0,0
Aruba,1988,Athletics,0,0,0
Aruba,1988,Boxing,0,0,0
Aruba,1992,Athletics,0,0,0
Aruba,1992,Sailing,0,0,0
Aruba,1992,Cycling,0,0,0
Aruba,1996,Athletics,0,0,0
Aruba,1996,Cycling,0,0,0
Aruba,2000,Athletics,0,0,0
Aruba,2004,Athletics,0,0,0
Aruba,2016,Sailing,0,0,0
Aruba,2024,Sailing,0,0,0
Aruba,2024,Cycling,0,0,0
Aschenbrodel,1900,Sailing,1,1,0
Astrid III,1960,Sailing,0,0,0
Atalanta Boat Club,1904,Rowing,1,1,0
Atlanta,1920,Sailing,1,0,0
Augsburg,1936,Sailing,0,0,0
Ausonia,1948,Sailing,0,0,0
Australasia,1908,Athletics,0,0,1
Australasia,1908,Boxing,0,1,0
Australasia,1912,Athletics,0,0,0
Australasia,1912,Rowing,0,0,0
Australasia,1912,Tennis,0,0,1
Australia,1896,Athletics,2,0,0
Australia,1896,Tennis,0,0,0
Australia,1900,Athletics,0,0,3
Australia,1904,Athletics,0,0,0
Australia,1920,Athletics,0,1,0
Australia,1920,Cycling,0,0,0
Australia,1920,Tennis,0,0,0
Australia,1924,Athletics,1,0,0
Australia,1924,Boxing,0,0,0
Australia,1924,Rowing,0,0,0
Australia,1924,Cycling,0,0,0
Australia,1924,Tennis,0,0,0
Australia,1928,Athletics,0,0,0
Australia,1928,Rowing,1,0,0
Australia,1928,Cycling,0,0,1
Australia,1932,Athletics,0,0,0
Australia,1932,Rowing,1,0,0
Australia,1932,Cycling,1,0,0
Australia,1936,Athletics,0,0,1
Australia,1936,Boxing,0,0,0
Australia,1936,Rowing,0,0,0
Australia,1936,Cycling,0,0,0
Australia,1948,Athletics,1,3,2
Australia,1948,Boxing,0,0,0
Australia,1948,Sailing,0,0,0
Australia,1948,Rowing,1,0,0
Australia,1948,Cycling,0,0,0
Australia,1952,Athletics,3,0,1
Australia,1952,Boxing,0,0,0
Australia,1952,Sailing,0,0,0
Australia,1952,Rowing,0,1,1
Australia,1952,Modern Pentathlon,0,0,0
Australia,1952,Cycling,2,1,0
Australia,1956,Athletics,4,2,6
Australia,1956,Boxing,0,0,1
Australia,1956,Sailing,0,0,0
Australia,1956,Rowing,0,1,2
Australia,1956,Modern Pentathlon,0,0,0
Australia,1956,Cycling,1,0,1
Australia,1956,Hockey,0,0,0
Australia,1960,Athletics,1,2,1
Australia,1960,Boxing,0,0,2
Australia,1960,Sailing,0,0,0
Australia,1960,Rowing,0,0,0
Australia,1960,Modern Pentathlon,0,0,0
Australia,1960,Cycling,0,0,0
Australia,1960,Hockey,0,0,0
Australia,1964,Athletics,1,1,4
Australia,1964,Boxing,0,0,0
Australia,1964,Sailing,0,0,0
Australia,1964,Rowing,0,0,0
Australia,1964,Modern Pentathlon,0,0,0
Australia,1964,Cycling,0,0,0
Australia,1964,Hockey,0,0,1
Australia,1968,Athletics,2,3,1
Australia,1968,Boxing,0,0,0
Australia,1968,Sailing,0,0,0
Australia,1968,Rowing,0,1,0
Australia,1968,Modern Pentathlon,0,0,0
Australia,1968,Cycling,0,0,0
Australia,1968,Hockey,0,1,0
Australia,1972,Athletics,0,2,0
Australia,1972,Boxing,0,0,0
Australia,1972,Sailing,2,0,0
Australia,1972,Rowing,0,0,0
Australia,1972,Modern Pentathlon,0,0,0
Australia,1972,Cycling,0,3,0
Australia,1972,Hockey,0,0,0
Australia,1976,Athletics,0,0,0
Australia,1976,Boxing,0,0,0
Australia,1976,Sailing,0,0,2
Australia,1976,Rowing,0,0,0
Australia,1976,Modern Pentathlon,0,0,0
Australia,1976,Cycling,0,0,0
Australia,1976,Hockey,0,1,0
Australia,1980,Athletics,0,1,0
Australia,1980,Boxing,0,0,0
Australia,1980,Rowing,0,0,0
Australia,1980,Modern Pentathlon,0,0,0
Australia,1980,Cycling,0,0,0
Australia,1984,Athletics,1,1,1
Australia,1984,Boxing,0,0,0
Australia,1984,Sailing,0,0,1
Australia,1984,Rowing,0,1,2
Australia,1984,Modern Pentathlon,0,0,0
Australia,1984,Cycling,1,0,0
Australia,1984,Hockey,0,0,0
Australia,1988,Athletics,1,1,0
Australia,1988,Boxing,0,1,0
Australia,1988,Sailing,0,0,0
Australia,1988,Rowing,0,0,0
Australia,1988,Modern Pentathlon,0,0,0
Australia,1988,Cycling,0,2,2
Australia,1988,Hockey,1,0,0
Australia,1988,Tennis,0,0,1
Australia,1992,Athletics,0,0,2
Australia,1992,Boxing,0,0,0
Australia,1992,Sailing,0,0,2
Australia,1992,Rowing,2,0,0
Australia,1992,Modern Pentathlon,0,0,0
Australia,1992,Cycling,1,4,0
Australia,1992,Hockey,0,1,0
Australia,1992,Tennis,0,0,1
Australia,1996,Athletics,0,2,0
Australia,1996,Boxing,0,0,0
Australia,1996,Sailing,0,1,1
Australia,1996,Rowing,2,1,3
Australia,1996,Modern Pentathlon,0,0,0
Australia,1996,Cycling,0,1,4
Australia,1996,Hockey,1,0,1
Australia,1996,Tennis,1,0,0
Australia,1996,Beach Volleyball,0,0,1
Australia,2000,Athletics,1,2,0
Australia,2000,Triathlon,0,1,0
Australia,2000,Boxing,0,0,0
Australia,2000,Sailing,2,1,1
Australia,2000,Rowing,0,3,2
Australia,2000,Modern Pentathlon,0,0,0
Australia,2000,Cycling,1,2,3
Australia,2000,Hockey,1,0,1
Australia,2000,Handball,0,0,0
Australia,2000,Tennis,0,1,0
Australia,2000,Beach Volleyball,1,0,0
Australia,2000,Volleyball,0,0,0
Australia,2004,Athletics,0,1,2
Australia,2004,Triathlon,0,1,0
Australia,2004,Boxing,0,0,0
Australia,2004,Sailing,0,0,0
Australia,2004,Rowing,1,1,2
Australia,2004,Modern Pentathlon,0,0,0
Australia,2004,Cycling,6,2,3
Australia,2004,Hockey,1,0,0
Australia,2004,Tennis,0,0,1
Australia,2004,Beach Volleyball,0,0,0
Australia,2004,Volleyball,0,0,0
Australia,2008,Athletics,1,2,1
Australia,2008,Triathlon,1,0,1
Australia,2008,Boxing,0,0,0
Australia,2008,Sailing,2,1,0
Australia,2008,Rowing,2,1,0
Australia,2008,Modern Pentathlon,0,0,0
Australia,2008,Cycling,0,1,0
Australia,2008,Hockey,0,0,1
Australia,2008,Tennis,0,0,0
Australia,2008,Beach Volleyball,0,0,0
Australia,2012,Athletics,1,2,0
Australia,2012,Triathlon,0,0,1
Australia,2012,Boxing,0,0,0
Australia,2012,Sailing,3,1,0
Australia,2012,Rowing,0,3,2
Australia,2012,Modern Pentathlon,0,0,0
Australia,2012,Cycling,1,2,3
Australia,2012,Hockey,0,0,1
Australia,2012,Tennis,0,0,0
Australia,2012,Beach Volleyball,0,0,0
Australia,2012,Volleyball,0,0,0
Australia,2016,Athletics,0,1,1
Australia,2016,Triathlon,0,0,0
Australia,2016,Boxing,0,0,0
Australia,2016,Sailing,1,3,0
Australia,2016,Rowing,1,2,0
Australia,2016,Modern Pentathlon,1,0,0
Australia,2016,Cycling,0,1,1
Australia,2016,Hockey,0,0,0
Australia,2016,Tennis,0,0,0
Australia,2016,Beach Volleyball,0,0,0
Australia,2020,Athletics,0,1,2
Australia,2020,Triathlon,0,0,0
Australia,2020,Boxing,0,0,1
Australia,2020,Sailing,2,0,0
Australia,2020,Rowing,2,0,2
Australia,2020,Modern Pentathlon,0,0,0
Australia,2020,Cycling,1,0,2
Australia,2020,Hockey,0,1,0
Australia,2020,Tennis,0,0,1
Australia,2020,Beach Volleyball,0,1,0
Australia,2024,Athletics,1,2,4
Australia,2024,Triathlon,0,0,0
Australia,2024,Boxing,0,0,2
Australia,2024,Sailing,1,1,0
Australia,2024,Rowing,0,0,1
Australia,2024,Modern Pentathlon,0,0,0
Australia,2024,Cycling,3,2,3
Australia,2024,Hockey,0,0,0
Australia,2024,Tennis,1,0,0
Australia,2024,Beach Volleyball,0,0,0
Australia/Great Britain,1896,Tennis,0,0,1
Austria,1896,Cycling,1,0,2
Austria,1900,Athletics,0,0,0
Austria,1908,Athletics,0,0,0
Austria,1908,Tennis,0,0,0
Austria,1912,Athletics,0,0,0
Austria,1912,Rowing,0,0,0
Austria,1912,Modern Pentathlon,0,0,0
Austria,1912,Cycling,0,0,0
Austria,1912,Tennis,0,1,0
Austria,1924,Athletics,0,0,0
Austria,1924,Boxing,0,0,0
Austria,1928,Athletics,0,0,0
Austria,1928,Boxing,0,0,0
Austria,1928,Sailing,0,0,0
Austria,1928,Rowing,0,0,1
Austria,1928,Cycling,0,0,0
Austria,1928,Hockey,0,0,0
Austria,1932,Athletics,0,0,0
Austria,1932,Sailing,0,0,0
Austria,1936,Athletics,0,0,0
Austria,1936,Boxing,0,0,0
Austria,1936,Rowing,0,1,0
Austria,1936,Modern Pentathlon,0,0,0
Austria,1936,Cycling,0,0,0
Austria,1936,Handball,0,1,0
Austria,1948,Athletics,1,0,1
Austria,1948,Boxing,0,0,0
Austria,1948,Sailing,0,0,0
Austria,1948,Rowing,0,0,0
Austria,1948,Cycling,0,0,0
Austria,1948,Hockey,0,0,0
Austria,1952,Athletics,0,0,0
Austria,1952,Boxing,0,0,0
Austria,1952,Sailing,0,0,0
Austria,1952,Rowing,0,0,0
Austria,1952,Cycling,0,0,0
Austria,1952,Hockey,0,0,0
Austria,1956,Athletics,0,0,0
Austria,1956,Boxing,0,0,0
Austria,1956,Sailing,0,0,0
Austria,1956,Rowing,0,0,1
Austria,1956,Cycling,0,0,0
Austria,1960,Athletics,0,0,0
Austria,1960,Boxing,0,0,0
Austria,1960,Sailing,0,0,0
Austria,1960,Rowing,0,1,0
Austria,1960,Modern Pentathlon,0,0,0
Austria,1960,Cycling,0,0,0
Austria,1964,Athletics,0,0,0
Austria,1964,Boxing,0,0,0
Austria,1964,Sailing,0,0,0
Austria,1964,Rowing,0,0,0
Austria,1964,Modern Pentathlon,0,0,0
Austria,1968,Athletics,0,1,1
Austria,1968,Boxing,0,0,0
Austria,1968,Sailing,0,1,0
Austria,1968,Rowing,0,0,0
Austria,1968,Modern Pentathlon,0,0,0
Austria,1972,Athletics,0,0,1
Austria,1972,Boxing,0,0,0
Austria,1972,Sailing,0,0,0
Austria,1972,Rowing,0,0,0
Austria,1972,Modern Pentathlon,0,0,0
Austria,1972,Cycling,0,0,0
Austria,1976,Athletics,0,0,0
Austria,1976,Boxing,0,0,0
Austria,1976,Sailing,0,0,0
Austria,1976,Rowing,0,0,0
Austria,1976,Cycling,0,0,0
Austria,1980,Athletics,0,0,0
Austria,1980,Boxing,0,0,0
Austria,1980,Sailing,0,2,0
Austria,1980,Rowing,0,0,0
Austria,1980,Modern Pentathlon,0,0,0
Austria,1980,Cycling,0,0,0
Austria,1980,Hockey,0,0,0
Austria,1984,Athletics,0,0,0
Austria,1984,Boxing,0,0,0
Austria,1984,Sailing,0,0,0
Austria,1984,Rowing,0,0,0
Austria,1984,Modern Pentathlon,0,0,0
Austria,1984,Cycling,0,0,0
Austria,1984,Handball,0,0,0
Austria,1988,Athletics,0,0,0
Austria,1988,Boxing,0,0,0
Austria,1988,Sailing,0,0,0
Austria,1988,Rowing,0,0,0
Austria,1988,Modern Pentathlon,0,0,0
Austria,1988,Cycling,0,0,0
Austria,1988,Tennis,0,0,0
Austria,1992,Athletics,0,0,0
Austria,1992,Sailing,0,0,0
Austria,1992,Rowing,0,1,0
Austria,1992,Cycling,0,0,0
Austria,1992,Handball,0,0,0
Austria,1992,Tennis,0,0,0
Austria,1996,Athletics,0,0,1
Austria,1996,Sailing,0,0,0
Austria,1996,Rowing,0,0,0
Austria,1996,Cycling,0,0,0
Austria,1996,Tennis,0,0,0
Austria,2000,Athletics,0,1,0
Austria,2000,Triathlon,0,0,0
Austria,2000,Sailing,2,0,0
Austria,2000,Rowing,0,0,0
Austria,2000,Cycling,0,0,0
Austria,2000,Handball,0,0,0
Austria,2000,Tennis,0,0,0
Austria,2000,Beach Volleyball,0,0,0
Austria,2004,Athletics,0,0,0
Austria,2004,Triathlon,1,0,0
Austria,2004,Sailing,1,1,0
Austria,2004,Rowing,0,0,0
Austria,2004,Cycling,0,0,0
Austria,2004,Tennis,0,0,0
Austria,2004,Beach Volleyball,0,0,0
Austria,2008,Athletics,0,0,0
Austria,2008,Triathlon,0,0,0
Austria,2008,Sailing,0,0,0
Austria,2008,Cycling,0,0,0
