Sport,Year,Team,gold_medals,silver_medals,bronze_medals,total_medals,participants,sport_total_medals,sport_total_participants,isHost
Basketball,1952,France,0,0,0,0,14,3,294,0
Basketball,1952,Belgium,0,0,0,0,12,3,294,0
Basketball,1952,Italy,0,0,0,0,13,3,294,0
Basketball,1952,United States,1,0,0,1,14,3,294,0
Basketball,1952,Russia,0,1,0,1,14,3,294,0
Basketball,1952,Romania,0,0,0,0,12,3,294,0
Basketball,1952,Canada,0,0,0,0,12,3,294,0
Basketball,1952,Argentina,0,0,0,0,14,3,294,0
Basketball,1952,Bulgaria,0,0,0,0,14,3,294,0
Basketball,1952,Finland,0,0,0,0,11,3,294,1
Basketball,2000,Italy,0,0,0,0,12,6,286,0
Basketball,2000,United States,2,0,0,2,23,6,286,0
Basketball,2000,Russia,0,0,0,0,23,6,286,0
Basketball,2000,Lithuania,0,0,1,1,12,6,286,0
Basketball,2000,Brazil,0,0,1,1,12,6,286,0
Basketball,2000,Angola,0,0,0,0,12,6,286,0
Basketball,2000,Spain,0,0,0,0,12,6,286,0
Basketball,2000,Australia,0,1,0,1,24,6,286,1
Basketball,2000,France,0,1,0,1,24,6,286,0
Basketball,2000,Canada,0,0,0,0,24,6,286,0
Basketball,2000,Serbia and Montenegro,0,0,0,0,12,6,286,0
Basketball,2000,New Zealand,0,0,0,0,24,6,286,0
Basketball,2000,Poland,0,0,0,0,12,6,286,0
Basketball,2000,Cuba,0,0,0,0,12,6,286,0
Basketball,2000,Senegal,0,0,0,0,12,6,286,0
Basketball,2000,Slovakia,0,0,0,0,12,6,286,0
Basketball,2000,South Korea,0,0,0,0,12,6,286,0
Basketball,2000,China,0,0,0,0,12,6,286,0
Basketball,1972,Egypt,0,0,0,0,11,3,190,0
Basketball,1972,Japan,0,0,0,0,12,3,190,0
Basketball,1972,Brazil,0,0,0,0,11,3,190,0
Basketball,1972,Philippines,0,0,0,0,12,3,190,0
Basketball,1972,Cuba,0,0,1,1,12,3,190,0
Basketball,1972,Germany,0,0,0,0,12,3,190,1
Basketball,1972,Czech Republic,0,0,0,0,12,3,190,0
Basketball,1972,United States,0,1,0,1,12,3,190,0
Basketball,1972,Italy,0,0,0,0,12,3,190,0
Basketball,1972,Puerto Rico,0,0,0,0,12,3,190,0
Basketball,1972,Russia,1,0,0,1,12,3,190,0
Basketball,1972,Australia,0,0,0,0,12,3,190,0
Basketball,1972,Poland,0,0,0,0,12,3,190,0
Basketball,1972,Spain,0,0,0,0,12,3,190,0
Basketball,1972,Senegal,0,0,0,0,12,3,190,0
Basketball,1972,Serbia,0,0,0,0,12,3,190,0
Basketball,1984,Egypt,0,0,0,0,12,6,213,0
Basketball,1984,Brazil,0,0,0,0,12,6,213,0
Basketball,1984,United States,2,0,0,2,24,6,213,1
Basketball,1984,Spain,0,1,0,1,12,6,213,0
Basketball,1984,China,0,0,1,1,23,6,213,0
Basketball,1984,France,0,0,0,0,12,6,213,0
Basketball,1984,Germany,0,0,0,0,12,6,213,0
Basketball,1984,Canada,0,0,0,0,24,6,213,0
Basketball,1984,Italy,0,0,0,0,12,6,213,0
Basketball,1984,Australia,0,0,0,0,24,6,213,0
Basketball,1984,South Korea,0,1,0,1,11,6,213,0
Basketball,1984,Serbia,0,0,1,1,24,6,213,0
Basketball,1984,Uruguay,0,0,0,0,11,6,213,0
Basketball,1988,Egypt,0,0,0,0,12,6,236,0
Basketball,1988,United States,1,0,1,2,24,6,236,0
Basketball,1988,Spain,0,0,0,0,12,6,236,0
Basketball,1988,Serbia,0,2,0,2,24,6,236,0
Basketball,1988,Russia,1,0,1,2,24,6,236,0
Basketball,1988,Central African Republic,0,0,0,0,12,6,236,0
Basketball,1988,Czech Republic,0,0,0,0,12,6,236,0
Basketball,1988,Australia,0,0,0,0,22,6,236,0
Basketball,1988,Brazil,0,0,0,0,12,6,236,0
Basketball,1988,Bulgaria,0,0,0,0,12,6,236,0
Basketball,1988,South Korea,0,0,0,0,24,6,236,1
Basketball,1988,Canada,0,0,0,0,12,6,236,0
Basketball,1988,China,0,0,0,0,22,6,236,0
Basketball,1988,Puerto Rico,0,0,0,0,12,6,236,0
Basketball,1976,Egypt,0,0,0,0,9,6,213,0
Basketball,1976,Japan,0,0,0,0,24,6,213,0
Basketball,1976,Mexico,0,0,0,0,12,6,213,0
Basketball,1976,Puerto Rico,0,0,0,0,12,6,213,0
Basketball,1976,United States,1,1,0,2,24,6,213,0
Basketball,1976,Russia,1,0,1,2,24,6,213,0
Basketball,1976,Czech Republic,0,0,0,0,24,6,213,0
Basketball,1976,Italy,0,0,0,0,12,6,213,0
Basketball,1976,Canada,0,0,0,0,24,6,213,1
Basketball,1976,Australia,0,0,0,0,12,6,213,0
Basketball,1976,Bulgaria,0,0,1,1,12,6,213,0
Basketball,1976,Cuba,0,0,0,0,12,6,213,0
Basketball,1976,Serbia,0,1,0,1,12,6,213,0
Basketball,1948,Egypt,0,0,0,0,12,3,287,0
Basketball,1948,Uruguay,0,0,0,0,13,3,287,0
Basketball,1948,Mexico,0,0,0,0,14,3,287,0
Basketball,1948,Cuba,0,0,0,0,13,3,287,0
Basketball,1948,Iraq,0,0,0,0,10,3,287,0
Basketball,1948,Peru,0,0,0,0,11,3,287,0
Basketball,1948,Switzerland,0,0,0,0,14,3,287,0
Basketball,1948,Brazil,0,0,1,1,10,3,287,0
Basketball,1948,South Korea,0,0,0,0,9,3,287,0
Basketball,1948,Philippines,0,0,0,0,10,3,287,0
Basketball,1948,Iran,0,0,0,0,13,3,287,0
Basketball,1948,Belgium,0,0,0,0,14,3,287,0
Basketball,1948,Canada,0,0,0,0,14,3,287,0
Basketball,1948,Hungary,0,0,0,0,12,3,287,0
Basketball,1948,United States,1,0,0,1,14,3,287,0
Basketball,1948,France,0,1,0,1,14,3,287,0
Basketball,1948,Czech Republic,0,0,0,0,14,3,287,0
Basketball,1948,Italy,0,0,0,0,14,3,287,0
Basketball,1948,Ireland,0,0,0,0,13,3,287,0
Basketball,1948,Argentina,0,0,0,0,14,3,287,0
Basketball,1948,China,0,0,0,0,10,3,287,0
Basketball,1948,Great Britain,0,0,0,0,13,3,287,0
Basketball,1948,Chile,0,0,0,0,12,3,287,0
Basketball,1980,Cuba,0,0,0,0,24,6,215,0
Basketball,1980,Brazil,0,0,0,0,11,6,215,0
Basketball,1980,Australia,0,0,0,0,12,6,215,0
Basketball,1980,Sweden,0,0,0,0,12,6,215,0
Basketball,1980,Senegal,0,0,0,0,12,6,215,0
Basketball,1980,Italy,0,1,0,1,24,6,215,0
Basketball,1980,Russia,1,0,1,2,24,6,215,0
Basketball,1980,Serbia,1,0,1,2,24,6,215,0
Basketball,1980,Poland,0,0,0,0,12,6,215,0
Basketball,1980,Bulgaria,0,1,0,1,12,6,215,0
Basketball,1980,Czech Republic,0,0,0,0,12,6,215,0
Basketball,1980,Hungary,0,0,0,0,12,6,215,0
Basketball,1980,Spain,0,0,0,0,12,6,215,0
Basketball,1980,India,0,0,0,0,12,6,215,0
Basketball,2016,Spain,0,1,1,2,24,6,281,0
Basketball,2016,Canada,0,0,0,0,12,6,281,0
Basketball,2016,Argentina,0,0,0,0,12,6,281,0
Basketball,2016,Brazil,0,0,0,0,23,6,281,1
Basketball,2016,Nigeria,0,0,0,0,11,6,281,0
Basketball,2016,Turkey,0,0,0,0,11,6,281,0
Basketball,2016,France,0,0,0,0,24,6,281,0
Basketball,2016,Australia,0,0,0,0,24,6,281,0
Basketball,2016,United States,2,0,0,2,24,6,281,0
Basketball,2016,Croatia,0,0,0,0,10,6,281,0
Basketball,2016,Serbia,0,1,1,2,24,6,281,0
Basketball,2016,China,0,0,0,0,24,6,281,0
Basketball,2016,Venezuela,0,0,0,0,12,6,281,0
Basketball,2016,Senegal,0,0,0,0,12,6,281,0
Basketball,2016,Lithuania,0,0,0,0,12,6,281,0
Basketball,2016,Belarus,0,0,0,0,10,6,281,0
Basketball,2016,Japan,0,0,0,0,12,6,281,0
Basketball,1960,Philippines,0,0,0,0,12,3,192,0
Basketball,1960,Mexico,0,0,0,0,12,3,192,0
Basketball,1960,Italy,0,0,0,0,12,3,192,1
Basketball,1960,Brazil,0,0,1,1,12,3,192,0
Basketball,1960,France,0,0,0,0,12,3,192,0
Basketball,1960,United States,1,0,0,1,12,3,192,0
Basketball,1960,Bulgaria,0,0,0,0,12,3,192,0
Basketball,1960,Puerto Rico,0,0,0,0,12,3,192,0
Basketball,1960,Hungary,0,0,0,0,12,3,192,0
Basketball,1960,Czech Republic,0,0,0,0,12,3,192,0
Basketball,1960,Spain,0,0,0,0,12,3,192,0
Basketball,1960,Uruguay,0,0,0,0,12,3,192,0
Basketball,1960,Serbia,0,0,0,0,12,3,192,0
Basketball,1960,Poland,0,0,0,0,12,3,192,0
Basketball,1960,Japan,0,0,0,0,12,3,192,0
Basketball,1960,Russia,0,1,0,1,12,3,192,0
Basketball,2012,Great Britain,0,0,0,0,24,6,287,0
Basketball,2012,Canada,0,0,0,0,12,6,287,0
Basketball,2012,Brazil,0,0,0,0,23,6,287,0
Basketball,2012,Turkey,0,0,0,0,12,6,287,0
Basketball,2012,Nigeria,0,0,0,0,12,6,287,0
Basketball,2012,Australia,0,0,1,1,24,6,287,0
Basketball,2012,United States,2,0,0,2,24,6,287,0
Basketball,2012,Russia,0,0,1,1,24,6,287,0
Basketball,2012,Czech Republic,0,0,0,0,12,6,287,0
Basketball,2012,France,0,1,0,1,24,6,287,0
Basketball,2012,Tunisia,0,0,0,0,12,6,287,0
Basketball,2012,Spain,0,1,0,1,12,6,287,0
Basketball,2012,Argentina,0,0,0,0,12,6,287,0
Basketball,2012,Angola,0,0,0,0,12,6,287,0
Basketball,2012,China,0,0,0,0,24,6,287,0
Basketball,2012,Croatia,0,0,0,0,12,6,287,0
Basketball,2012,Lithuania,0,0,0,0,12,6,287,0
Basketball,1964,Puerto Rico,0,0,0,0,12,3,189,0
Basketball,1964,Australia,0,0,0,0,12,3,189,0
Basketball,1964,Russia,0,1,0,1,12,3,189,0
Basketball,1964,Mexico,0,0,0,0,10,3,189,0
Basketball,1964,Brazil,0,0,1,1,12,3,189,0
Basketball,1964,Japan,0,0,0,0,12,3,189,1
Basketball,1964,South Korea,0,0,0,0,12,3,189,0
Basketball,1964,United States,1,0,0,1,12,3,189,0
Basketball,1964,Peru,0,0,0,0,12,3,189,0
Basketball,1964,Hungary,0,0,0,0,12,3,189,0
Basketball,1964,Italy,0,0,0,0,12,3,189,0
Basketball,1964,Canada,0,0,0,0,11,3,189,0
Basketball,1964,Poland,0,0,0,0,12,3,189,0
Basketball,1964,Uruguay,0,0,0,0,12,3,189,0
Basketball,1964,Serbia,0,0,0,0,12,3,189,0
Basketball,1964,Finland,0,0,0,0,12,3,189,0
Basketball,1968,Puerto Rico,0,0,0,0,12,3,191,0
Basketball,1968,Panama,0,0,0,0,12,3,191,0
Basketball,1968,Morocco,0,0,0,0,12,3,191,0
Basketball,1968,Spain,0,0,0,0,12,3,191,0
Basketball,1968,Russia,0,0,1,1,12,3,191,0
Basketball,1968,Brazil,0,0,0,0,12,3,191,0
Basketball,1968,Mexico,0,0,0,0,12,3,191,1
Basketball,1968,United States,1,0,0,1,12,3,191,0
Basketball,1968,Philippines,0,0,0,0,12,3,191,0
Basketball,1968,Italy,0,0,0,0,12,3,191,0
Basketball,1968,Bulgaria,0,0,0,0,12,3,191,0
Basketball,1968,Cuba,0,0,0,0,12,3,191,0
Basketball,1968,Senegal,0,0,0,0,12,3,191,0
Basketball,1968,Poland,0,0,0,0,12,3,191,0
Basketball,1968,Serbia,0,1,0,1,12,3,191,0
Basketball,1968,South Korea,0,0,0,0,11,3,191,0
Basketball,1996,Brazil,0,1,0,1,23,6,284,0
Basketball,1996,Cuba,0,0,0,0,12,6,284,0
Basketball,1996,Croatia,0,0,0,0,12,6,284,0
Basketball,1996,Puerto Rico,0,0,0,0,12,6,284,0
Basketball,1996,Greece,0,0,0,0,12,6,284,0
Basketball,1996,Congo (Kinshasa),0,0,0,0,12,6,284,0
Basketball,1996,South Korea,0,0,0,0,23,6,284,0
Basketball,1996,Italy,0,0,0,0,12,6,284,0
Basketball,1996,United States,2,0,0,2,24,6,284,1
Basketball,1996,Russia,0,0,0,0,11,6,284,0
Basketball,1996,Serbia and Montenegro,0,1,0,1,12,6,284,0
Basketball,1996,Canada,0,0,0,0,12,6,284,0
Basketball,1996,Australia,0,0,1,1,24,6,284,0
Basketball,1996,Ukraine,0,0,0,0,12,6,284,0
Basketball,1996,China,0,0,0,0,24,6,284,0
Basketball,1996,Angola,0,0,0,0,11,6,284,0
Basketball,1996,Argentina,0,0,0,0,12,6,284,0
Basketball,1996,Lithuania,0,0,1,1,11,6,284,0
Basketball,1996,Japan,0,0,0,0,12,6,284,0
Basketball,2004,Brazil,0,0,0,0,12,6,287,0
Basketball,2004,Spain,0,0,0,0,24,6,287,0
Basketball,2004,Nigeria,0,0,0,0,12,6,287,0
Basketball,2004,Angola,0,0,0,0,12,6,287,0
Basketball,2004,Greece,0,0,0,0,24,6,287,1
Basketball,2004,Australia,0,1,0,1,24,6,287,0
Basketball,2004,United States,1,0,1,2,24,6,287,0
Basketball,2004,Puerto Rico,0,0,0,0,12,6,287,0
Basketball,2004,Russia,0,0,1,1,12,6,287,0
Basketball,2004,Serbia and Montenegro,0,0,0,0,12,6,287,0
Basketball,2004,Italy,0,1,0,1,12,6,287,0
Basketball,2004,China,0,0,0,0,24,6,287,0
Basketball,2004,New Zealand,0,0,0,0,24,6,287,0
Basketball,2004,Czech Republic,0,0,0,0,12,6,287,0
Basketball,2004,South Korea,0,0,0,0,11,6,287,0
Basketball,2004,Argentina,1,0,0,1,12,6,287,0
Basketball,2004,Japan,0,0,0,0,12,6,287,0
Basketball,2004,Lithuania,0,0,0,0,12,6,287,0
Basketball,1936,Uruguay,0,0,0,0,9,3,199,0
Basketball,1936,Canada,0,1,0,1,9,3,199,0
Basketball,1936,Brazil,0,0,0,0,8,3,199,0
Basketball,1936,Turkey,0,0,0,0,8,3,199,0
Basketball,1936,Estonia,0,0,0,0,8,3,199,0
Basketball,1936,Latvia,0,0,0,0,7,3,199,0
Basketball,1936,Peru,0,0,0,0,9,3,199,0
Basketball,1936,United States,1,0,0,1,14,3,199,0
Basketball,1936,Italy,0,0,0,0,13,3,199,0
Basketball,1936,Switzerland,0,0,0,0,8,3,199,0
Basketball,1936,France,0,0,0,0,11,3,199,0
Basketball,1936,Philippines,0,0,0,0,9,3,199,0
Basketball,1936,Mexico,0,0,1,1,11,3,199,0
Basketball,1936,Belgium,0,0,0,0,8,3,199,0
Basketball,1936,Chile,0,0,0,0,7,3,199,0
Basketball,1936,Japan,0,0,0,0,8,3,199,0
Basketball,1936,Czech Republic,0,0,0,0,12,3,199,0
Basketball,1936,Germany,0,0,0,0,10,3,199,1
Basketball,1936,China,0,0,0,0,13,3,199,0
Basketball,1936,Poland,0,0,0,0,10,3,199,0
Basketball,1936,Egypt,0,0,0,0,7,3,199,0
Basketball,1956,Thailand,0,0,0,0,9,3,169,0
Basketball,1956,Brazil,0,0,0,0,12,3,169,0
Basketball,1956,South Korea,0,0,0,0,10,3,169,0
Basketball,1956,France,0,0,0,0,12,3,169,0
Basketball,1956,Japan,0,0,0,0,11,3,169,0
Basketball,1956,Chile,0,0,0,0,11,3,169,0
Basketball,1956,Bulgaria,0,0,0,0,11,3,169,0
Basketball,1956,Philippines,0,0,0,0,12,3,169,0
Basketball,1956,Canada,0,0,0,0,12,3,169,0
Basketball,1956,Uruguay,0,0,1,1,12,3,169,0
Basketball,1956,Russia,0,1,0,1,12,3,169,0
Basketball,1956,United States,1,0,0,1,12,3,169,0
Basketball,1956,Australia,0,0,0,0,12,3,169,1
Basketball,1956,Singapore,0,0,0,0,10,3,169,0
Basketball,1956,Chinese Taipei,0,0,0,0,11,3,169,0
Basketball,2020,Spain,0,0,0,0,24,6,288,0
Basketball,2020,Nigeria,0,0,0,0,24,6,288,0
Basketball,2020,Canada,0,0,0,0,12,6,288,0
Basketball,2020,United States,2,0,0,2,24,6,288,0
Basketball,2020,Japan,0,1,0,1,24,6,288,1
Basketball,2020,France,0,1,1,2,24,6,288,0
Basketball,2020,Belgium,0,0,0,0,12,6,288,0
Basketball,2020,Australia,0,0,1,1,24,6,288,0
Basketball,2020,South Korea,0,0,0,0,12,6,288,0
Basketball,2020,Serbia,0,0,0,0,12,6,288,0
Basketball,2020,Czech Republic,0,0,0,0,12,6,288,0
Basketball,2020,Germany,0,0,0,0,12,6,288,0
Basketball,2020,Puerto Rico,0,0,0,0,12,6,288,0
Basketball,2020,Slovenia,0,0,0,0,12,6,288,0
Basketball,2020,Argentina,0,0,0,0,12,6,288,0
Basketball,2020,Iran,0,0,0,0,12,6,288,0
Basketball,2020,Italy,0,0,0,0,12,6,288,0
Basketball,2020,China,0,0,0,0,12,6,288,0
Basketball,2024,Puerto Rico,0,0,0,0,24,6,287,0
Basketball,2024,France,0,2,0,2,24,6,287,1
Basketball,2024,Belgium,0,0,0,0,12,6,287,0
Basketball,2024,Germany,0,0,0,0,24,6,287,0
Basketball,2024,China,0,0,0,0,12,6,287,0
Basketball,2024,Japan,0,0,0,0,24,6,287,0
Basketball,2024,Nigeria,0,0,0,0,12,6,287,0
Basketball,2024,Australia,0,0,1,1,23,6,287,0
Basketball,2024,Serbia,0,0,1,1,24,6,287,0
Basketball,2024,Brazil,0,0,0,0,12,6,287,0
Basketball,2024,United States,2,0,0,2,24,6,287,0
Basketball,2024,Spain,0,0,0,0,24,6,287,0
Basketball,2024,Greece,0,0,0,0,12,6,287,0
Basketball,2024,South Sudan,0,0,0,0,12,6,287,0
Basketball,2024,Canada,0,0,0,0,24,6,287,0
Diving,2000,Cuba,0,0,0,0,6,24,238,0
Diving,2000,Germany,0,0,2,2,8,24,238,0
Diving,2000,Kazakhstan,0,0,0,0,6,24,238,0
Diving,2000,Mexico,0,1,0,1,7,24,238,0
Diving,2000,Belarus,0,0,0,0,2,24,238,0
Diving,2000,Great Britain,0,0,0,0,8,24,238,0
Diving,2000,Spain,0,0,0,0,5,24,238,0
Diving,2000,Indonesia,0,0,0,0,3,24,238,0
Diving,2000,France,0,0,0,0,6,24,238,0
Diving,2000,Armenia,0,0,0,0,1,24,238,0
Diving,2000,Malaysia,0,0,0,0,3,24,238,0
Diving,2000,Hungary,0,0,0,0,4,24,238,0
Diving,2000,Greece,0,0,0,0,5,24,238,0
Diving,2000,Canada,0,1,1,2,7,24,238,0
Diving,2000,Italy,0,0,0,0,5,24,238,0
Diving,2000,Azerbaijan,0,0,0,0,1,24,238,0
Diving,2000,Chinese Taipei,0,0,0,0,4,24,238,0
Diving,2000,Romania,0,0,0,0,3,24,238,0
Diving,2000,North Korea,0,0,0,0,5,24,238,0
Diving,2000,South Korea,0,0,0,0,4,24,238,0
Diving,2000,United States,1,0,0,1,7,24,238,0
Diving,2000,Switzerland,0,0,0,0,3,24,238,0
Diving,2000,Russia,2,1,2,5,7,24,238,0
Diving,2000,Philippines,0,0,0,0,2,24,238,0
Diving,2000,Brazil,0,0,0,0,2,24,238,0
Diving,2000,Austria,0,0,0,0,3,24,238,0
Diving,2000,China,5,5,0,10,8,24,238,0
Diving,2000,Venezuela,0,0,0,0,3,24,238,0
Diving,2000,Australia,0,0,2,2,6,24,238,1
Diving,2000,Thailand,0,0,0,0,2,24,238,0
Diving,2000,Argentina,0,0,0,0,1,24,238,0
Diving,2000,Sweden,0,0,0,0,1,24,238,0
Diving,2000,Ukraine,0,0,1,1,8,24,238,0
Diving,2000,Czech Republic,0,0,0,0,1,24,238,0
Diving,2000,Georgia,0,0,0,0,1,24,238,0
Diving,2000,Finland,0,0,0,0,2,24,238,0
Diving,2000,Colombia,0,0,0,0,2,24,238,0
Diving,2000,Puerto Rico,0,0,0,0,1,24,238,0
Diving,2000,Peru,0,0,0,0,1,24,238,0
Diving,2000,Zimbabwe,0,0,0,0,1,24,238,0
Diving,2000,Japan,0,0,0,0,1,24,238,0
Diving,2000,Hong Kong,0,0,0,0,1,24,238,0
Diving,1952,Egypt,0,0,0,0,4,12,97,0
Diving,1952,Germany,0,0,1,1,4,12,97,0
Diving,1952,United States,4,2,3,9,11,12,97,0
Diving,1952,Russia,0,0,0,0,10,12,97,0
Diving,1952,Brazil,0,0,0,0,2,12,97,0
Diving,1952,Mexico,0,1,0,1,5,12,97,0
Diving,1952,Denmark,0,0,0,0,2,12,97,0
Diving,1952,Great Britain,0,0,0,0,8,12,97,0
Diving,1952,Australia,0,0,0,0,2,12,97,0
Diving,1952,Venezuela,0,0,0,0,1,12,97,0
Diving,1952,France,0,1,0,1,4,12,97,0
Diving,1952,Bermuda,0,0,0,0,2,12,97,0
Diving,1952,Finland,0,0,0,0,3,12,97,1
Diving,1952,Austria,0,0,0,0,4,12,97,0
Diving,1952,Sweden,0,0,0,0,4,12,97,0
Diving,1952,Netherlands,0,0,0,0,2,12,97,0
Diving,1952,Italy,0,0,0,0,1,12,97,0
Diving,1952,Switzerland,0,0,0,0,2,12,97,0
Diving,1952,Japan,0,0,0,0,2,12,97,0
Diving,1952,Israel,0,0,0,0,1,12,97,0
Diving,1952,Sri Lanka,0,0,0,0,1,12,97,0
Diving,1952,South Africa,0,0,0,0,1,12,97,0
Diving,2016,Egypt,0,0,0,0,4,24,178,0
Diving,2016,Canada,0,0,2,2,7,24,178,0
Diving,2016,France,0,0,0,0,3,24,178,0
Diving,2016,Malaysia,0,1,0,1,6,24,178,0
Diving,2016,Great Britain,1,1,1,3,11,24,178,0
Diving,2016,Italy,0,1,1,2,8,24,178,0
Diving,2016,Russia,0,0,0,0,8,24,178,0
Diving,2016,Australia,0,0,1,1,9,24,178,0
Diving,2016,Austria,0,0,0,0,1,24,178,0
Diving,2016,United States,0,2,1,3,10,24,178,0
Diving,2016,China,7,2,1,10,13,24,178,0
Diving,2016,New Zealand,0,0,0,0,1,24,178,0
Diving,2016,Brazil,0,0,0,0,9,24,178,1
Diving,2016,Mexico,0,1,0,1,9,24,178,0
Diving,2016,Ireland,0,0,0,0,1,24,178,0
Diving,2016,Ukraine,0,0,0,0,7,24,178,0
Diving,2016,Germany,0,0,1,1,8,24,178,0
Diving,2016,Netherlands,0,0,0,0,1,24,178,0
Diving,2016,Japan,0,0,0,0,3,24,178,0
Diving,2016,Belarus,0,0,0,0,2,24,178,0
Diving,2016,North Korea,0,0,0,0,3,24,178,0
Diving,2016,Jamaica,0,0,0,0,1,24,178,0
Diving,2016,Hungary,0,0,0,0,1,24,178,0
Diving,2016,Venezuela,0,0,0,0,2,24,178,0
Diving,2016,Croatia,0,0,0,0,1,24,178,0
Diving,2016,Colombia,0,0,0,0,4,24,178,0
Diving,2016,Puerto Rico,0,0,0,0,1,24,178,0
Diving,2016,South Africa,0,0,0,0,1,24,178,0
Diving,2016,South Korea,0,0,0,0,1,24,178,0
Diving,1936,Egypt,0,0,0,0,4,12,88,0
Diving,1936,Canada,0,0,0,0,3,12,88,0
Diving,1936,Peru,0,0,0,0,1,12,88,0
Diving,1936,Denmark,0,0,0,0,2,12,88,0
Diving,1936,Switzerland,0,0,0,0,3,12,88,0
Diving,1936,Germany,0,0,2,2,11,12,88,1
Diving,1936,United States,4,4,2,10,10,12,88,0
Diving,1936,Italy,0,0,0,0,3,12,88,0
Diving,1936,Mexico,0,0,0,0,1,12,88,0
Diving,1936,Great Britain,0,0,0,0,6,12,88,0
Diving,1936,Netherlands,0,0,0,0,1,12,88,0
Diving,1936,France,0,0,0,0,2,12,88,0
Diving,1936,Norway,0,0,0,0,3,12,88,0
Diving,1936,Hungary,0,0,0,0,2,12,88,0
Diving,1936,Czech Republic,0,0,0,0,3,12,88,0
Diving,1936,Japan,0,0,0,0,5,12,88,0
Diving,1936,Australia,0,0,0,0,1,12,88,0
Diving,1936,Finland,0,0,0,0,1,12,88,0
Diving,1936,Sweden,0,0,0,0,3,12,88,0
Diving,1936,Austria,0,0,0,0,3,12,88,0
Diving,1936,Serbia,0,0,0,0,1,12,88,0
Diving,1948,Egypt,0,0,0,0,5,12,84,0
Diving,1948,United States,4,4,2,10,7,12,84,0
Diving,1948,Canada,0,0,0,0,1,12,84,0
Diving,1948,France,0,0,0,0,6,12,84,0
Diving,1948,Denmark,0,0,1,1,3,12,84,0
Diving,1948,Mexico,0,0,1,1,5,12,84,0
Diving,1948,Great Britain,0,0,0,0,11,12,84,0
Diving,1948,Sweden,0,0,0,0,3,12,84,0
Diving,1948,Brazil,0,0,0,0,3,12,84,0
Diving,1948,Cuba,0,0,0,0,1,12,84,0
Diving,1948,Netherlands,0,0,0,0,2,12,84,0
Diving,1948,Bermuda,0,0,0,0,1,12,84,0
Diving,1948,Austria,0,0,0,0,4,12,84,0
Diving,1948,Ireland,0,0,0,0,1,12,84,0
Diving,1948,South Africa,0,0,0,0,1,12,84,0
Diving,1948,Chile,0,0,0,0,1,12,84,0
Diving,1948,Finland,0,0,0,0,1,12,84,0
